航班号,日期,机型,始发地四字,目的地四字,始发时间,到达时间,飞行时间
SWA5020,2020.04.11,B738,KSTL,KMCO,06:45,09:45,已取消
SWA5020,2020.04.04,B738,KMSY,KMDW,24:35,14:30,已取消
SWA5020,2020.04.04,B738,KMCO,KMSY,10:50,11:30,已取消
SWA5020,2020.04.04,B738,KSTL,KMCO,06:45,09:41,已取消
SWA5020,2020.03.28,B738,KMSY,KMDW,24:28,14:15,1:47
SWA5020,2020.03.28,B738,KMCO,KMSY,10:46,11:09,1:22
SWA5020,2020.03.28,B738,KSTL,KMCO,06:45,09:45,已取消
SWA5020,2020.03.21,B738,KMSY,KMDW,24:35,14:30,已取消
SWA5020,2020.03.21,B738,KMCO,KMSY,10:44,11:07,1:22
SWA5020,2020.03.21,B738,KSTL,KMCO,06:39,09:27,1:47
SWA5020,2020.03.14,B738,KMSY,KMDW,24:30,14:15,1:44
SWA5020,2020.03.14,B738,KMCO,KMSY,10:55,11:16,1:21
SWA5020,2020.03.14,B738,KSTL,KMCO,06:51,09:39,1:47
DAL569,2020.04.13,MD88,KPIT,KATL,18:15,19:34,1:18
DAL569,2020.04.12,MD88,KPIT,KATL,18:10,19:38,1:27
DAL569,2020.04.10,MD88,KPIT,KATL,18:11,19:23,1:11
DAL569,2020.04.07,MD88,KPIT,KATL,18:20,19:35,已取消
DAL569,2020.04.05,MD88,KPIT,KATL,18:16,19:30,1:13
DAL569,2020.04.02,MD88,KPIT,KATL,18:21,19:42,已取消
DAL569,2020.03.31,B752,KATL,KMSP,21:57,23:05,2:07
DAL569,2020.03.29,B752,KATL,KMSP,21:58,23:01,2:02
DAL569,2020.03.28,A320,MBPV,KATL,13:11,16:07,已取消
DAL569,2020.03.27,B752,KATL,KMSP,21:58,23:11,2:12
DAL569,2020.03.26,B752,KATL,KMSP,21:54,23:11,2:16
DAL569,2020.03.24,B752,KATL,KMSP,21:54,23:10,2:15
DAL569,2020.03.23,B752,KATL,KMSP,21:57,23:16,2:18
DAL569,2020.03.21,A320,MBPV,KATL,13:11,16:07,已取消
DAL569,2020.03.20,B752,KATL,KMSP,21:57,23:19,已取消
DAL569,2020.03.19,B752,KATL,KMSP,22:00,23:04,2:04
DAL569,2020.03.18,B752,KATL,KMSP,21:52,23:02,2:09
DAL569,2020.03.17,B752,KATL,KMSP,22:01,23:21,2:20
DAL569,2020.03.16,B752,KATL,KMSP,21:54,23:03,2:08
DAL569,2020.03.15,B752,KATL,KMSP,21:56,23:27,2:30
DAL569,2020.03.14,A320,MBPV,KATL,13:35,16:07,2:32
DAL569,2020.03.13,B752,KATL,KMSP,22:09,23:16,2:06
DAL569,2020.03.12,B752,KATL,KMSP,22:00,23:29,2:29
DAL569,2020.03.11,B739,KATL,KMSP,21:24,22:41,2:16
DAL569,2020.03.10,B739,KATL,KMSP,21:23,22:41,2:17
DAL569,2020.03.09,B739,KATL,KMSP,21:25,22:26,2:00
AAL754,2020.03.18,A332,KPHL,LFPG,18:35,06:40,已取消
AAL754,2020.03.17,A332,KPHL,LFPG,18:35,06:40,已取消
AAL754,2020.03.16,A332,KPHL,LFPG,18:35,06:40,已取消
AAL754,2020.03.15,A332,KPHL,LFPG,18:35,06:40,已取消
AAL754,2020.03.14,A332,KPHL,LFPG,18:35,06:40,已取消
AAL754,2020.03.13,A332,KPHL,LFPG,18:30,06:11,已取消
AAL754,2020.03.12,A332,KPHL,LFPG,18:57,06:40,6:42
AAL754,2020.03.11,A332,KPHL,LFPG,18:38,05:58,6:19
AAL754,2020.03.10,A332,KPHL,LFPG,19:48,07:10,6:22
SKW5066,2020.04.01,CRJ2,KFWA,KORD,06:12,05:49,0:36
SKW5066,2020.03.31,CRJ,KFWA,KORD,06:15,06:10,已取消
SKW5066,2020.03.30,CRJ,KORD,KMBS,07:55,09:46,已取消
SKW5066,2020.03.29,CRJ,KORD,KMBS,07:55,09:46,已取消
SKW5066,2020.03.28,CRJ2,KORD,KCKB,17:07,19:11,1:03
SKW5066,2020.03.27,CRJ2,KORD,KCKB,16:59,19:00,1:00
SKW5066,2020.03.26,CRJ2,KORD,KCKB,17:03,19:01,0:57
SKW5066,2020.03.25,CRJ2,KORD,KCKB,17:02,19:05,1:02
SKW5066,2020.03.24,CRJ2,KORD,KCKB,17:05,19:11,1:05
SKW5066,2020.03.23,CRJ2,KORD,KCKB,17:07,19:08,1:00
SKW5066,2020.03.22,CRJ2,KORD,KCKB,17:33,19:39,1:05
SKW5066,2020.03.21,CRJ2,KORD,KCKB,17:21,19:26,已取消
SKW5066,2020.03.20,CRJ2,KORD,KCKB,17:40,19:47,1:07
SKW5066,2020.03.19,CRJ2,KORD,KCKB,17:40,19:43,1:02
SKW5066,2020.03.18,CRJ2,KORD,KCKB,17:05,19:11,1:05
SKW5066,2020.03.17,CRJ2,KORD,KCKB,17:26,19:26,0:59
SKW5066,2020.03.16,CRJ2,KORD,KCKB,17:02,19:04,1:01
SKW5066,2020.03.15,CRJ2,KORD,KCKB,17:00,19:03,1:03
SKW5066,2020.03.14,CRJ2,KORD,KCKB,19:41,21:44,1:02
SKW5066,2020.03.13,CRJ2,KORD,KCKB,17:30,19:28,0:57
SKW5066,2020.03.12,CRJ2,KORD,KCKB,20:24,22:27,1:02
SKW5066,2020.03.11,CRJ2,KORD,KCKB,18:29,20:31,1:02
SKW5066,2020.03.10,CRJ2,KORD,KCKB,17:13,19:16,1:02
IGO6186,2020.03.26,A320,VABB,VABO,05:25,06:20,已取消
IGO6186,2020.03.25,A320,VABB,VABO,05:25,06:20,已取消
IGO6186,2020.03.24,A320,VABB,VABO,05:27,06:04,0:37
IGO6186,2020.03.23,A320,VABB,VABO,05:16,06:07,0:50
IGO6186,2020.03.22,A320,VABB,VABO,05:32,06:18,0:45
IGO6186,2020.03.21,A320,VABB,VABO,05:17,06:08,0:51
IGO6186,2020.03.19,A320,VABB,VABO,05:18,06:09,0:50
IGO6186,2020.03.18,A320,VABB,VABO,05:17,06:00,0:43
IGO6186,2020.03.17,A320,VABB,VABO,05:29,06:20,0:50
IGO6186,2020.03.16,A320,VABB,VABO,05:26,06:06,0:39
IGO6186,2020.03.15,A320,VABB,VABO,05:17,06:09,0:51
IGO6186,2020.03.14,A320,VABB,VABO,05:27,06:07,0:40
IGO6186,2020.03.13,A320,VABB,VABO,05:33,06:19,0:45
IGO6186,2020.03.12,A320,VABB,VABO,05:18,06:13,0:55
IGO6186,2020.03.11,A320,VABB,VABO,05:21,06:09,0:47
IAD303,2020.03.24,A320,VOBL,VABB,05:41,07:00,已取消
IAD303,2020.03.23,A320,VOBL,VABB,05:41,07:00,已取消
IAD303,2020.03.22,A320,VOBL,VABB,05:41,07:00,已取消
IAD303,2020.03.21,A320,VOBL,VABB,05:41,07:04,1:22
IAD303,2020.03.20,A320,VOBL,VABB,05:40,07:02,1:22
IAD303,2020.03.19,A320,VOBL,VABB,05:38,07:00,1:21
IAD303,2020.03.18,A320,VOBL,VABB,05:41,06:58,1:17
IAD303,2020.03.17,A320,VOBL,VABB,05:47,07:00,1:12
IAD303,2020.03.16,A320,VOBL,VABB,05:44,07:01,1:16
IAD303,2020.03.15,A320,VOBL,VABB,05:37,07:01,1:23
IAD303,2020.03.14,A320,VOBL,VABB,05:47,07:07,1:19
IAD303,2020.03.13,A320,VOBL,VABB,05:39,07:04,1:24
IAD303,2020.03.12,A320,VOBL,VABB,05:43,07:04,1:20
IAD303,2020.03.11,A320,VOBL,VABB,05:39,07:07,1:28
IAD303,2020.03.10,A320,VOBL,VABB,05:47,07:04,1:16
AAL890,2020.04.06,A319,KSFO,KLAX,06:10,07:10,1:00
AAL890,2020.04.05,A319,KSFO,KLAX,06:04,06:58,0:53
AAL890,2020.04.04,A319,KSFO,KLAX,06:08,07:05,0:56
AAL890,2020.04.03,A319,KSFO,KLAX,06:13,07:04,0:50
AAL890,2020.04.02,A319,KSFO,KLAX,06:06,07:03,0:56
AAL890,2020.04.01,A319,KSFO,KLAX,06:00,06:52,0:51
AAL890,2020.03.31,A319,KSFO,KLAX,06:53,07:50,0:56
AAL890,2020.03.30,A21N,KSFO,KLAX,06:13,07:04,0:50
AAL890,2020.03.29,A319,KSFO,KLAX,06:11,07:07,0:55
AAL890,2020.03.28,A319,KSFO,KLAX,05:57,06:51,0:53
AAL890,2020.03.27,A319,KSFO,KLAX,06:13,07:07,0:54
AAL890,2020.03.26,A319,KSFO,KLAX,06:10,07:04,0:53
AAL890,2020.03.25,A319,KSFO,KLAX,06:05,07:02,0:56
AAL890,2020.03.24,A319,KSFO,KLAX,06:10,07:22,已取消
AAL890,2020.03.23,A319,KSFO,KLAX,05:59,06:51,0:51
AAL890,2020.03.22,A319,KSFO,KLAX,06:11,07:07,0:56
AAL890,2020.03.21,A319,KSFO,KLAX,06:20,07:15,0:54
AAL890,2020.03.20,A319,KSFO,KLAX,06:01,06:51,0:49
AAL890,2020.03.19,A319,KSFO,KLAX,06:12,07:02,0:50
AAL890,2020.03.18,A319,KSFO,KLAX,06:08,07:00,0:52
AAL890,2020.03.17,A319,KSFO,KLAX,06:21,07:17,已取消
AAL890,2020.03.16,A319,KSFO,KLAX,06:07,07:03,0:56
AAL890,2020.03.15,A319,KSFO,KLAX,06:05,06:59,0:53
AAL890,2020.03.14,A319,KSFO,KLAX,06:15,07:11,0:55
AAL890,2020.03.13,A319,KSFO,KLAX,06:10,07:05,0:54
AAL890,2020.03.12,A319,KSFO,KLAX,06:09,07:08,0:58
AAL890,2020.03.11,A319,KSFO,KLAX,06:14,07:10,0:56
AAL890,2020.03.10,A319,KSFO,KLAX,06:02,07:01,0:58
SWA4024,2020.05.02,B737,KALB,KMDW,16:15,17:10,已取消
SWA4024,2020.05.02,B737,KTPA,KALB,24:50,15:20,已取消
SWA4024,2020.04.25,B737,KALB,KMDW,16:15,17:10,已取消
SWA4024,2020.04.25,B737,KTPA,KALB,24:50,15:20,已取消
SWA4024,2020.04.18,B737,KALB,KMDW,16:08,16:58,1:50
SWA4024,2020.04.18,B737,KTPA,KALB,24:59,15:24,2:24
SWA4024,2020.04.11,B737,KBUR,KLAS,21:05,21:45,已取消
SWA4024,2020.04.11,B737,KSFO,KBUR,19:05,20:05,已取消
SWA4024,2020.04.04,B738,KBUR,KLAS,20:54,21:31,0:36
SWA4024,2020.04.04,B738,KSFO,KBUR,19:01,19:50,0:48
SWA4024,2020.03.28,B737,KSFO,KBUR,19:00,19:49,0:48
SWA4024,2020.03.21,B737,KBUR,KLAS,21:05,21:45,已取消
SWA4024,2020.03.21,B737,KSFO,KBUR,19:16,20:07,0:50
SWA4024,2020.03.14,B737,KBUR,KLAS,21:01,21:38,0:37
SWA4024,2020.03.14,B737,KSFO,KBUR,19:01,19:51,0:50
UAL1769,2020.03.31,A320,CYYZ,KORD,06:10,06:43,已取消
UAL1769,2020.03.30,A320,KORD,KSAV,07:55,10:45,已取消
UAL1769,2020.03.30,A319,CYYZ,KORD,06:10,06:43,已取消
UAL1769,2020.03.29,A320,KORD,KSAV,07:55,10:45,已取消
UAL1769,2020.03.29,B739,CYYZ,KORD,06:10,06:43,已取消
UAL1769,2020.03.28,A319,KORD,KDCA,09:03,11:19,1:15
UAL1769,2020.03.28,A320,CYYZ,KORD,06:10,06:55,已取消
UAL1769,2020.03.27,A320,CYYZ,KORD,06:10,06:55,已取消
UAL1769,2020.03.26,A320,CYYZ,KORD,06:10,06:55,已取消
UAL1769,2020.03.25,A320,CYYZ,KORD,06:10,06:55,已取消
UAL1769,2020.03.24,A320,CYYZ,KORD,06:10,06:55,已取消
UAL1769,2020.03.23,A320,CYYZ,KORD,06:10,06:55,已取消
UAL1769,2020.03.22,A320,CYYZ,KORD,06:10,06:55,已取消
UAL1769,2020.03.21,A319,KORD,KDCA,09:06,11:26,1:19
UAL1769,2020.03.21,A320,CYYZ,KORD,06:30,06:50,1:20
UAL1769,2020.03.20,A320,CYYZ,KORD,06:31,06:51,1:19
UAL1769,2020.03.19,A320,CYYZ,KORD,06:30,06:54,1:23
UAL1769,2020.03.18,A320,CYYZ,KORD,06:30,06:56,1:25
UAL1769,2020.03.17,A320,CYYZ,KORD,06:30,06:48,1:17
UAL1769,2020.03.16,A320,CYYZ,KORD,06:30,06:47,1:17
UAL1769,2020.03.15,A320,CYYZ,KORD,06:31,06:47,1:15
UAL1769,2020.03.14,A319,KORD,KDCA,09:18,11:37,1:18
UAL1769,2020.03.14,A320,CYYZ,KORD,06:34,06:55,1:21
UAL1769,2020.03.13,A320,CYYZ,KORD,06:30,06:52,1:22
UAL1769,2020.03.12,A320,CYYZ,KORD,06:30,06:42,1:12
UAL1769,2020.03.11,A320,CYYZ,KORD,06:31,06:45,1:14
UAL1769,2020.03.10,A320,CYYZ,KORD,06:30,06:38,1:08
DAL1261,2020.04.01,B753,KMCO,KMSP,18:19,20:31,3:11
DAL1261,2020.04.01,B753,KMSP,KMCO,13:17,16:47,2:29
DAL1261,2020.03.31,B753,KMSP,KMCO,13:09,16:57,已取消
DAL1261,2020.03.30,B753,KMSP,KMCO,13:02,16:55,已取消
DAL1261,2020.03.29,B753,KMCO,KMSP,18:26,20:14,2:48
DAL1261,2020.03.29,B753,KMSP,KMCO,13:02,16:54,已取消
DAL1261,2020.03.28,B753,KMCO,KMSP,18:17,20:13,2:55
DAL1261,2020.03.28,B753,KMSP,KMCO,13:10,16:56,2:45
DAL1261,2020.03.27,B753,KMCO,KMSP,18:22,20:30,3:07
DAL1261,2020.03.27,B753,KMSP,KMCO,13:04,16:42,2:38
DAL1261,2020.03.26,B753,KMCO,KMSP,18:29,20:35,3:05
DAL1261,2020.03.26,B753,KMSP,KMCO,13:06,16:39,2:33
DAL1261,2020.03.25,B753,KMCO,KMSP,18:30,20:42,已取消
DAL1261,2020.03.25,B753,KMSP,KMCO,13:04,16:28,2:23
DAL1261,2020.03.24,B753,KMSP,KMCO,13:09,16:57,已取消
DAL1261,2020.03.23,B753,KMCO,KMSP,18:24,20:37,3:13
DAL1261,2020.03.23,B753,KMSP,KMCO,13:09,16:57,已取消
DAL1261,2020.03.22,B753,KMCO,KMSP,18:28,20:36,3:07
DAL1261,2020.03.22,B753,KMSP,KMCO,13:06,16:45,2:38
DAL1261,2020.03.21,B753,KMSP,KMCO,13:05,16:49,已取消
DAL1261,2020.03.20,B753,KMCO,KMSP,19:18,21:07,2:48
DAL1261,2020.03.20,B753,KMSP,KMCO,14:07,17:57,2:50
DAL1261,2020.03.19,B753,KMCO,KMSP,18:31,20:23,2:51
DAL1261,2020.03.19,B753,KMSP,KMCO,13:09,16:53,2:43
DAL1261,2020.03.18,B753,KMCO,KMSP,18:25,20:30,3:04
DAL1261,2020.03.18,B753,KMSP,KMCO,13:14,16:55,2:41
DAL1261,2020.03.17,B753,KMCO,KMSP,18:22,20:22,2:59
DAL1261,2020.03.17,B753,KMSP,KMCO,13:11,16:44,2:32
DAL1261,2020.03.16,B752,KMCO,KMSP,18:29,20:29,2:59
DAL1261,2020.03.16,B752,KMSP,KMCO,13:33,17:07,2:34
DAL1261,2020.03.15,B753,KMCO,KMSP,18:34,20:40,3:05
DAL1261,2020.03.15,B753,KMSP,KMCO,13:08,16:43,2:34
DAL1261,2020.03.14,B753,KMCO,KMSP,18:40,20:36,2:55
DAL1261,2020.03.14,B753,KMSP,KMCO,13:02,16:45,2:42
DAL1261,2020.03.13,B753,KMCO,KMSP,18:38,20:35,2:56
DAL1261,2020.03.13,B753,KMSP,KMCO,13:06,16:41,2:34
DAL1261,2020.03.12,B753,KMCO,KMSP,18:27,20:42,3:15
DAL1261,2020.03.12,B753,KMSP,KMCO,13:12,16:42,2:29
DAL1261,2020.03.11,B753,KMCO,KMSP,18:34,20:50,3:15
DAL1261,2020.03.11,B753,KMSP,KMCO,13:14,16:44,2:30
DAL1261,2020.03.10,B753,KMCO,KMSP,18:51,21:05,3:14
DAL1261,2020.03.10,B753,KMSP,KMCO,13:07,16:42,2:34
SRQ6009,2020.03.14,AT72,RPLL,RPUO,06:20,08:02,1:42
SRQ6009,2020.03.13,AT72,RPLL,RPUO,06:44,08:25,1:41
SRQ6009,2020.03.12,AT72,RPLL,RPUO,06:32,08:03,1:30
SRQ6009,2020.03.11,AT72,RPLL,RPUO,06:49,08:43,1:54
ASA1174,2020.03.18,A320,KSEA,KSAN,16:07,18:18,2:10
ASA1174,2020.03.17,A320,KSEA,KSAN,16:04,18:15,2:10
ASA1174,2020.03.16,A320,KSEA,KSAN,16:06,18:32,2:25
ASA1174,2020.03.15,B739,KSEA,KSAN,16:07,18:37,2:30
ASA1174,2020.03.14,A320,KSEA,KSAN,16:20,18:50,2:29
ASA1174,2020.03.13,A320,KSEA,KSAN,16:48,19:07,2:19
ASA1174,2020.03.12,A320,KSEA,KSAN,17:06,19:25,2:18
ASA1174,2020.03.11,A320,KSEA,KSAN,16:12,18:29,2:17
ASA1174,2020.03.10,A320,KSEA,KSAN,17:23,19:52,2:28
ENY4140,2020.05.04,E145,KMLI,KORD,16:45,17:12,0:26
ENY4140,2020.04.30,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.29,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.28,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.27,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.26,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.24,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.23,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.22,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.21,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.20,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.19,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.17,E145,KMLI,KORD,16:38,17:10,0:32
ENY4140,2020.04.16,E145,KMLI,KORD,16:38,17:07,0:28
ENY4140,2020.04.15,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.14,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.13,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.12,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.10,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.09,E145,KMLI,KORD,16:43,17:16,0:32
ENY4140,2020.04.08,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.07,E145,KMLI,KORD,16:36,17:06,0:30
ENY4140,2020.04.06,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.05,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.03,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.04.02,E145,KMLI,KORD,16:52,17:21,0:29
ENY4140,2020.04.01,E145,KMLI,KORD,16:37,17:05,0:27
ENY4140,2020.03.31,E145,KMLI,KORD,16:30,16:58,0:28
ENY4140,2020.03.30,E145,KMLI,KORD,16:18,16:48,0:29
ENY4140,2020.03.29,E145,KMLI,KORD,16:32,17:16,0:43
ENY4140,2020.03.27,E145,KMLI,KORD,16:52,17:19,0:26
ENY4140,2020.03.26,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.03.25,E145,KMLI,KORD,16:58,17:26,已取消
ENY4140,2020.03.24,E145,KMLI,KORD,16:39,17:08,0:28
ENY4140,2020.03.23,E145,KMLI,KORD,16:43,17:15,0:31
ENY4140,2020.03.22,E145,KMLI,KORD,16:37,17:08,0:30
ENY4140,2020.03.20,E145,KMLI,KORD,16:51,17:33,已取消
ENY4140,2020.03.19,E145,KMLI,KORD,17:00,17:28,0:28
ENY4140,2020.03.18,E145,KMLI,KORD,16:54,17:31,0:37
ENY4140,2020.03.17,E145,KMLI,KORD,16:55,17:24,0:28
ENY4140,2020.03.16,E145,KMLI,KORD,18:37,19:20,0:43
ENY4140,2020.03.15,E145,KMLI,KORD,16:43,17:10,0:27
ENY4140,2020.03.13,E145,KMLI,KORD,17:00,17:32,0:32
ENY4140,2020.03.12,E145,KMLI,KORD,16:50,17:29,0:38
ENY4140,2020.03.11,E145,KMLI,KORD,16:39,17:15,0:35
ENY4140,2020.03.10,E135,KMLI,KORD,16:37,17:04,0:26
SWA4784,2020.05.02,B737,KMCO,KMDW,15:37,16:58,2:21
SWA4784,2020.04.25,B737,KMCO,KMDW,15:39,16:54,2:15
SWA4784,2020.04.18,B738,KMCO,KMDW,17:31,18:56,2:24
SWA4784,2020.04.12,B737,KDEN,KBUR,14:29,15:39,2:09
SWA4784,2020.04.05,B737,KDEN,KBUR,14:08,15:21,2:13
SWA4784,2020.03.29,B737,KDEN,KBUR,14:10,15:25,已取消
SWA4784,2020.03.22,B737,KDEN,KBUR,14:05,15:29,2:23
SWA4784,2020.03.15,B737,KDEN,KBUR,14:07,15:19,2:11
AXM5134,2020.05.30,A320,WMKK,WBKK,09:16,11:33,2:16
AXM5134,2020.05.27,A320,WMKK,WBKK,07:01,09:12,2:10
AXM5134,2020.05.25,A320,WMKK,WBKK,06:50,09:15,已取消
AXM5134,2020.05.24,A320,WMKK,WBKK,07:23,09:35,2:12
AXM5134,2020.05.23,A320,WMKK,WBKK,09:19,11:31,2:11
AXM5134,2020.05.22,A320,WMKK,WBKK,06:41,08:49,2:08
AXM5134,2020.05.21,A320,WMKK,WBKK,08:59,11:09,2:10
AXM5134,2020.04.01,A320,WMKK,WBKK,06:35,09:15,已取消
AXM5134,2020.03.28,A320,WMKK,WBKK,07:25,10:05,已取消
AXM5134,2020.03.27,A320,WMKK,WBKK,07:21,09:32,2:10
AXM5134,2020.03.26,A320,WMKK,WBKK,07:16,09:23,2:06
AXM5134,2020.03.25,A320,WMKK,WBKK,07:25,09:32,2:07
AXM5134,2020.03.24,A320,WMKK,WBKK,07:29,09:39,2:09
AXM5134,2020.03.23,A320,WMKK,WBKK,07:23,09:34,2:10
AXM5134,2020.03.22,A320,WMKK,WBKK,07:20,09:30,2:09
AXM5134,2020.03.21,A320,WMKK,WBKK,07:19,09:28,2:09
AXM5134,2020.03.20,A320,WMKK,WBKK,07:30,09:40,2:09
AXM5134,2020.03.19,A320,WMKK,WBKK,07:35,09:43,2:07
AXM5134,2020.03.18,A320,WMKK,WBKK,07:29,09:37,2:07
AXM5134,2020.03.17,A320,WMKK,WBKK,07:30,09:38,2:07
AXM5134,2020.03.16,A320,WMKK,WBKK,07:30,09:40,2:09
AXM5134,2020.03.15,A320,WMKK,WBKK,07:46,09:54,2:08
AXM5134,2020.03.14,A320,WMKK,WBKK,07:42,09:53,2:11
AXM5134,2020.03.13,A320,WMKK,WBKK,07:30,09:46,2:15
AXM5134,2020.03.12,A320,WMKK,WBKK,07:26,09:40,2:13
AXM5134,2020.03.11,A320,WMKK,WBKK,07:23,09:32,2:09
KAL1404,2020.03.24,B738,RKPK,RKSI,08:05,08:55,已取消
KAL1404,2020.03.23,B739,RKPK,RKSI,07:55,08:38,0:43
KAL1404,2020.03.22,B738,RKPK,RKSI,07:47,08:27,0:40
KAL1404,2020.03.21,B738,RKPK,RKSI,07:54,08:43,0:48
KAL1404,2020.03.20,B738,RKPK,RKSI,07:57,08:42,0:44
KAL1404,2020.03.19,B738,RKPK,RKSI,08:05,08:47,0:42
KAL1404,2020.03.18,B738,RKPK,RKSI,07:56,08:42,0:46
KAL1404,2020.03.17,B738,RKPK,RKSI,07:52,08:41,0:48
KAL1404,2020.03.16,B739,RKPK,RKSI,07:50,08:33,0:42
KAL1404,2020.03.15,B738,RKPK,RKSI,08:01,08:44,0:43
KAL1404,2020.03.14,B738,RKPK,RKSI,07:56,08:36,0:40
KAL1404,2020.03.13,B738,RKPK,RKSI,07:59,08:40,0:41
KAL1404,2020.03.12,B738,RKPK,RKSI,08:00,08:50,0:49
KAL1404,2020.03.11,B738,RKPK,RKSI,07:59,08:40,0:41
IAD791,2020.03.24,A320,VIDP,VOCI,05:02,07:41,2:39
IAD791,2020.03.23,A320,VIDP,VOCI,05:12,07:48,2:36
IAD791,2020.03.22,A320,VIDP,VOCI,04:53,07:32,2:38
IAD791,2020.03.21,A320,VIDP,VOCI,05:02,07:41,2:39
IAD791,2020.03.20,A320,VIDP,VOCI,05:11,07:51,2:40
IAD791,2020.03.19,A320,VIDP,VOCI,05:18,08:01,2:42
IAD791,2020.03.18,A320,VIDP,VOCI,04:54,07:44,2:49
IAD791,2020.03.17,A320,VIDP,VOCI,05:01,07:47,2:45
IAD791,2020.03.16,A320,VIDP,VOCI,05:09,07:45,2:35
IAD791,2020.03.15,A320,VIDP,VOCI,05:00,07:32,2:32
IAD791,2020.03.14,A320,VIDP,VOCI,05:10,08:01,2:51
IAD791,2020.03.13,A320,VIDP,VOCI,05:05,07:52,2:46
IAD791,2020.03.12,A320,VIDP,VOCI,05:04,07:58,2:54
IAD791,2020.03.11,A320,VIDP,VOCI,05:07,07:51,2:43
FFT2027,2020.05.25,A20N,KBMI,KDEN,14:36,15:31,1:54
FFT2027,2020.04.11,A20N,KGEG,KLAS,24:47,15:01,2:13
HDA692,2020.03.29,A333,WMKP,VHHH,07:40,10:49,3:09
HDA692,2020.03.28,A333,WMKP,VHHH,07:50,11:03,3:13
HDA692,2020.03.27,A333,WMKP,VHHH,07:53,11:02,3:08
HDA692,2020.03.26,A333,WMKP,VHHH,07:59,11:08,3:08
HDA692,2020.03.25,A333,WMKP,VHHH,07:39,10:41,3:01
HDA692,2020.03.24,A333,WMKP,VHHH,07:46,10:49,3:02
HDA692,2020.03.23,A333,WMKP,VHHH,07:46,11:02,3:16
HDA692,2020.03.22,A333,WMKP,VHHH,07:45,10:44,2:58
HDA692,2020.03.21,A333,WMKP,VHHH,07:41,10:39,2:57
HDA692,2020.03.20,A333,WMKP,VHHH,08:00,10:59,2:58
HDA692,2020.03.19,A333,WMKP,VHHH,07:53,11:00,3:06
HDA692,2020.03.18,A333,WMKP,VHHH,08:12,11:21,3:08
HDA692,2020.03.17,A333,WMKP,VHHH,09:09,24:12,3:02
HDA692,2020.03.16,A333,WMKP,VHHH,07:47,10:51,3:03
HDA692,2020.03.15,A333,WMKP,VHHH,07:48,10:55,3:06
HDA692,2020.03.14,A333,WMKP,VHHH,07:44,10:49,3:04
HDA692,2020.03.13,A333,WMKP,VHHH,08:07,11:10,3:02
HDA692,2020.03.12,A333,WMKP,VHHH,07:52,11:03,3:10
HDA692,2020.03.11,A333,WMKP,VHHH,07:49,10:58,3:09
WON1766,2020.03.15,AT72,WICC,WIJJ,07:07,08:40,1:32
WON1766,2020.03.13,AT72,WICC,WIJJ,07:16,08:59,1:42
WON1766,2020.03.11,AT72,WICC,WIJJ,07:11,08:51,1:40
SKV7666,2020.03.25,E75L,KDFW,CYYZ,17:50,21:26,已取消
SKV7666,2020.03.24,E75L,KDFW,CYYZ,17:50,21:26,已取消
SKV7666,2020.03.22,E75S,KDFW,CYYZ,17:43,21:09,2:25
SKV7666,2020.03.21,E75S,KDFW,CYYZ,17:29,20:50,2:20
SKV7666,2020.03.19,E75S,KDFW,CYYZ,17:51,21:17,2:25
SKV7666,2020.03.18,E75S,KDFW,CYYZ,17:56,21:18,2:22
SKV7666,2020.03.17,E75S,KDFW,CYYZ,17:38,21:07,2:29
SKV7666,2020.03.16,E75S,KDFW,CYYZ,17:52,21:19,2:27
SKV7666,2020.03.15,E75S,KDFW,CYYZ,17:55,21:21,2:26
SKV7666,2020.03.14,E75S,KDFW,CYYZ,17:38,20:46,2:07
SKV7666,2020.03.13,E75S,KDFW,CYYZ,22:11,01:31,2:19
SKV7666,2020.03.12,E75S,KDFW,CYYZ,17:39,21:18,2:38
SKV7666,2020.03.11,E75S,KDFW,CYYZ,17:47,21:19,2:32
